Program TL1 green;Program TL1 yellow;Program TL1 red;Program TL2 green;Program TL2 yellow;Program TL2 red;Program TL3 green;Program TL3 yellow;Program TL3 red;Highway Flow [veh/h];Ramp1 Flow [veh/h];Ramp2 Flow [veh/h];Ramp3 Flow [veh/h];hwLoop10MeanSpeed;hwLoop10VehicleNum;hwLoop11MeanSpeed;hwLoop11VehicleNum;hwLoop20MeanSpeed;hwLoop20VehicleNum;hwLoop21MeanSpeed;hwLoop21VehicleNum;hwLoop30MeanSpeed;hwLoop30VehicleNum;hwLoop31MeanSpeed;hwLoop31VehicleNum;hwLoop40MeanSpeed;hwLoop40VehicleNum;hwLoop41MeanSpeed;hwLoop41VehicleNum;rampLoop1MeanSpeed;rampLoop1VehicleNum;rampLoop2MeanSpeed;rampLoop2VehicleNum;rampLoop3MeanSpeed;rampLoop3VehicleNum;fill
45;5;10;45;5;40;45;5;10;1600;320;160;200;33.5116690931949;666;36.40540469253515;930;29.333982860157665;852;36.01544910963641;1068;30.315327448661083;912;34.46598126357923;1188;29.00380889001786;900;34.38505008657813;1398;9.279656003298614;324;10.433662737530115;162;8.073215511766293;204;,,
30;5;25;30;5;25;30;5;25;1600;320;160;200;33.60230205072398;666;36.03683874961737;924;29.354990438440147;834;35.57329834152999;1092;29.41746016290995;858;34.46043996487473;1206;28.524632798969147;948;34.22509573127589;1344;10.871608475938968;330;8.230317735102007;162;11.47246636986611;204;,,
60;5;25;45;5;40;30;5;25;800;240;320;400;33.580013688880086;432;37.28332585344147;390;30.31867327050511;516;35.63554553459366;570;29.456049377857322;714;35.57771137790751;744;28.070998764382658;834;34.40240451954373;1050;10.767603031965294;246;8.049415004312458;330;8.190980753769834;390;,,
45;5;40;60;5;25;45;5;10;800;240;320;400;33.85119668686338;450;37.75140013797305;348;30.553511265309897;558;36.58813908526961;480;29.037260113371744;762;35.77440450006739;606;27.363794534697096;858;35.33721993731867;888;9.73949523908853;240;8.449754456688193;336;8.180309865982384;408;,,
30;5;25;45;5;10;45;5;10;800;240;320;400;33.39864364245331;438;36.36123153315496;360;30.225954755774982;588;35.9552429455204;438;29.144916115493924;708;34.77033173957569;648;27.807876287072887;882;34.92960418709555;918;8.193317025989424;234;9.579113886146459;324;10.41265949390583;408;,,
30;5;25;60;5;25;45;5;10;800;240;360;80;33.553269116875555;426;37.42318006633258;372;29.98385624728784;558;36.187781645211864;498;28.696609219547145;720;35.78870378602212;678;31.548808072540652;660;35.73904813197767;786;9.905400121238127;252;9.850564682008839;372;10.805088683323735;90;,,
60;5;25;60;5;25;45;5;40;800;240;360;80;34.19745530106694;444;37.37310962710507;354;30.05140611175129;606;37.48088314113692;432;29.04705377537998;750;35.85261288694247;660;31.581638334670302;702;35.526836991820154;804;9.632651622172425;240;9.74769381892584;366;11.832048769673055;78;,,
45;5;10;60;5;25;45;5;10;800;240;360;80;33.802803769897686;402;37.31070348206578;396;30.813004381665717;576;36.93666938926548;456;28.739561608413176;672;35.36306992358175;714;31.762131891481257;654;35.93567011044784;828;9.68876385618648;240;10.105181084188354;354;9.996413728681912;78;,,
30;5;25;45;5;40;60;5;25;800;80;240;160;33.91382430032873;426;37.497262258142136;372;32.616283692808864;528;38.05784586358199;366;30.288828431509756;594;36.03792716225318;558;31.193068398819157;636;36.01249001180068;666;10.52598774655192;90;10.0038381835987;252;11.65453883144818;162;,,
45;5;10;45;5;10;60;5;25;800;80;240;160;33.43370665060356;420;36.46895036929751;378;33.1071629600431;540;37.13389260833571;342;30.080259326008708;660;36.77279913116962;450;30.76827724825943;660;35.27411584314672;600;12.81008580237731;78;8.318432189033212;240;9.325861229038255;162;,,
30;5;25;30;5;25;45;5;10;800;80;240;160;35.26784831241108;444;37.71448938973811;354;34.16683526456338;540;38.46106101303729;336;30.958609126923673;588;36.432593728640605;540;31.777734806273717;666;36.342183751991065;624;12.23833891186596;78;11.475490439347753;240;10.354225598514017;168;,,
30;5;25;45;5;10;45;5;40;800;160;240;320;33.27944310312746;414;37.42237048441067;384;31.45821268504776;522;37.163368458061896;444;30.219668376949507;624;35.9735674447535;558;29.783575758495164;786;35.69550219572219;732;10.632213597116069;162;8.420292206511787;240;10.62020268188762;324;,,
60;5;25;45;5;40;60;5;25;800;160;240;320;34.01079795124467;444;37.15667514137768;354;31.128141227880636;552;37.303516749089226;408;29.5058952934411;642;35.69517576130962;564;28.291666911142606;720;34.590359659049774;798;8.91079255421778;162;11.218880892165641;246;8.55153179159746;330;,,
45;5;10;60;5;25;60;5;25;800;160;240;320;34.45299674218917;444;37.19082664988725;360;32.24804161643104;516;36.563089900671784;438;30.688274668772348;624;35.990501124721746;564;29.223763470658028;744;36.03825756624221;780;11.537941552276456;162;8.499232192978212;234;9.645947852919289;324;,,
45;5;10;60;5;25;60;5;25;2800;200;240;160;32.287473754060315;1068;34.3376779273946;1656;29.07971252808508;1176;34.3765518098025;1740;26.688063434604857;1242;33.80214035467676;1782;28.07417257834648;1236;33.501245905661925;1800;11.770802006231332;204;9.77512302491698;252;9.852289787798275;174;,,
45;5;40;45;5;10;45;5;10;2800;200;240;160;32.15608294265656;1056;34.25559400252803;1728;28.84009666223217;1140;34.053743737497456;1848;27.72591890948088;1254;33.16814332816285;1986;27.172797605113452;1380;33.47821207553014;2022;11.538211596715378;204;9.925643876746733;240;9.668092583649077;162;,,
30;5;25;45;5;40;60;5;25;2800;200;240;160;32.85744366357297;1080;34.83038280698704;1704;28.774085073618195;1182;34.69848088364719;1818;28.66792763840445;1296;34.0226887785018;1944;27.912307507255214;1284;33.463225465840715;2160;9.099123098407123;198;11.626553664988851;240;11.655054998576908;162;,,
45;5;10;45;5;10;60;5;25;2800;360;400;360;32.916560802635175;1104;34.563218911631274;1716;26.745244688957584;1278;34.386904694563974;1878;26.166667801159175;1494;33.057788359868155;2022;23.49701361876363;1596;32.90225663033139;2238;10.115004713539848;360;9.528068167689547;396;10.454147669023723;360;,,
45;5;40;45;5;10;30;5;25;2800;360;400;360;32.92675553661624;1074;34.95498581523035;1716;26.944285168303715;1224;34.71635905529173;1926;23.266804579282482;1488;33.58043283426869;2058;24.5537370029668;1662;32.27283327999428;2268;10.390485068992247;354;10.445063413557122;402;9.941926951252386;360;,,
60;5;25;60;5;25;45;5;40;2800;360;400;360;32.55985059423944;1038;34.725392462220704;1758;25.917347189856883;1266;34.78964390511196;1878;22.83235104341597;1470;33.81266018724414;2082;24.973919435417262;1650;33.83319578366832;2238;8.524722364613243;348;10.639089985451335;402;8.704365959480858;354;,,
45;5;40;30;5;25;30;5;25;1200;120;360;80;33.812067010817266;630;37.12048678552391;624;31.696914428431985;714;37.12476398900165;714;27.496774029860703;864;34.409058336185964;1050;29.95346731429089;858;34.886805713447664;1254;10.315634552399128;144;10.277253592296988;366;8.748067812757684;96;,,
60;5;25;30;5;25;45;5;10;1200;120;360;80;34.44814753828801;582;36.87402268104155;612;32.558567255940076;708;37.10895340525519;612;29.209261302422554;810;35.44064515203648;846;31.543190019304834;750;35.38956806855389;1032;10.837470539215637;120;8.612650385200208;354;9.532567888990677;78;,,
60;5;25;45;5;40;45;5;40;1200;120;360;80;34.22878696878018;570;36.772537024983485;630;32.151004675441136;672;37.58454044896891;642;28.94595496221219;798;36.190788575088895;888;31.410361050188893;720;35.73466395682375;1050;10.87559184834847;120;8.338977029127843;366;11.851651737174931;78;,,
45;5;40;45;5;40;45;5;10;1200;40;200;120;34.29343451890421;564;37.40908697907021;624;33.75387151625578;642;38.057000288021605;600;30.749051120374418;726;36.69300116541599;738;31.800658034027364;738;36.302627091369;840;12.650666733284567;42;8.856341671063193;210;11.40240514367826;120;,,
45;5;10;30;5;25;30;5;25;1200;40;200;120;34.42145088258096;600;37.3819965005955;594;33.72110041286101;654;37.80564997007481;588;30.69266271836704;702;36.351851117508794;720;31.40402238780466;684;35.73643805463319;858;12.722932057662444;42;9.063523151958938;204;13.396615592498065;120;,,
45;5;40;60;5;25;60;5;25;1200;40;200;120;34.93323116280333;570;37.129137579038506;624;33.97969983926584;648;37.946379170045404;588;30.530412831656786;702;36.36794793795251;744;31.693928472339046;696;36.25525798860881;864;12.685738192147449;36;8.060160753060984;198;10.222354409768643;120;,,
60;5;25;45;5;10;45;5;40;3600;360;200;200;30.943533003607325;1404;32.771036855258345;2088;25.599261309545756;1590;32.718010038771794;2184;27.070775780764155;1644;32.18118958805882;2154;26.145763047115214;1650;32.95221262389214;2154;8.741208357697067;360;9.23906197663656;204;9.398625936748418;198;,,
30;5;25;60;5;25;45;5;40;3600;360;200;200;30.351137190058438;1386;32.65604529000854;2190;24.840342502299716;1668;32.929490578371635;2322;23.965404674685175;1782;33.02488093479167;2376;25.139126460280455;1926;32.321689154753294;2496;10.008595417406537;366;11.123408229783145;204;9.130433763637356;204;,,
45;5;10;60;5;25;30;5;25;3600;360;200;200;30.652209821530217;1410;32.6575908377133;2190;24.420115471374707;1614;32.494033837663636;2328;25.01076075793465;1770;32.94015004524623;2412;24.806400202341674;1884;32.77168234357171;2454;10.02129186593793;354;9.351176305954674;198;9.079726843221014;198;,,
45;5;40;60;5;25;45;5;40;3600;360;320;400;30.461240341345935;1392;32.76897105339953;2196;24.571763072515065;1590;32.49553014010257;2376;22.547740018560344;1818;31.94369412319252;2448;21.471039953813275;2010;31.79426469632621;2550;9.978970457032565;366;9.762027255928539;330;8.076732213077102;396;,,
45;5;10;45;5;40;60;5;25;3600;360;320;400;30.281353453151834;1404;32.50411807961523;2190;22.72254725410147;1668;32.581759187036425;2250;22.62532985204616;1854;32.322487671840264;2406;22.029333396024565;2094;31.19901964636213;2610;8.665479049035826;360;9.172596707581762;330;9.209931014851218;414;,,
45;5;10;60;5;25;45;5;10;3600;360;320;400;31.22586137513563;1404;33.02125095682879;2184;23.713822051450713;1638;32.68106519601017;2334;23.310052541258173;1854;32.51257035313387;2436;20.202518613494128;2100;30.410587513392443;2592;10.010517495771165;360;8.323758192452498;312;9.684280490461488;390;,,
45;5;40;60;5;25;45;5;10;1600;200;80;160;33.64812792840138;726;35.842614619781685;960;30.385917751433244;792;35.96135382826836;1128;30.243848694203347;942;34.70283288153641;1230;26.962925637929487;1098;33.203470274601855;1458;11.932645755633533;204;11.430180126466414;108;10.968597956254628;180;,,
45;5;10;45;5;10;60;5;25;1600;200;80;160;34.34849291656955;672;36.45197455275513;918;31.08004207898999;780;36.426440579627574;1014;31.93265092827058;846;35.30912720828563;1026;30.729603786566404;930;35.52710840917066;1092;9.293189631254286;204;13.118345304693609;78;11.46980078671453;162;,,
30;5;25;60;5;25;45;5;10;1600;200;80;160;34.221090769808384;666;36.28527822426783;930;30.8897494133462;792;36.71209045392022;1008;32.21237586295528;858;35.7975715324323;1038;30.708753030294595;846;34.87068794194295;1194;11.473763276727375;198;11.376953609470934;78;10.201635645106736;162;,,
45;5;40;30;5;25;45;5;10;1600;80;40;40;33.88301393000514;672;36.29619361723849;924;32.94030504336593;774;36.530029821175596;912;32.380958666679;762;35.17874757135761;948;32.02898438528997;798;34.08704528270153;996;12.769788025037627;84;12.9465576980685;42;13.287014787699738;48;,,
45;5;10;45;5;10;60;5;25;1600;80;40;40;33.43452039657098;732;36.36151292285994;870;32.51831217587337;822;36.75381751657648;858;32.594515969151175;774;35.89068436388536;942;32.1002588117795;756;35.31077457075337;1002;10.265340224705058;78;9.814272779362431;42;13.035260562849205;42;,,
60;5;25;60;5;25;45;5;40;1600;80;40;40;34.01278916468864;654;36.419259475254954;942;32.68288375944637;720;36.82257142383576;960;31.834203483332946;672;35.97916793745384;1032;32.079721870158636;726;35.494391205470805;1038;11.80856615368315;78;12.92524452797903;36;13.608665904963308;36;,,
60;5;25;45;5;40;60;5;25;800;360;320;120;33.61033379830741;408;37.87412116526453;420;29.2208472618124;648;37.52684469131489;546;29.60806384199446;750;35.70937013061914;804;31.105673374600997;690;35.526264102004845;966;10.182047544810324;360;9.98469004734869;324;11.358081946315682;120;,,
